ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1346(set_dash_capstyle)
     1048    0.001    0.000    0.001    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
       50    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:729(get_xaxis_text1_transform)
     6429    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1592(<lambda>)
    32/16    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2296(frozen)
  450/250    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:705(get_xaxis_transform)
      100    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:753(_set_tickdown)
     8022    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:640(flipy)
     1696    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:429(__init__)
      188    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1037(set_fontsize)
       88    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:739(_set_tickright)
       50    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:448(_get_text2_transform)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:631(set_data)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:347(get_snap_threshold)
      541    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1250(__init__)
     1146    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:348(__len__)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:588(get_markevery)
       50    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:755(get_xaxis_text2_transform)
      564    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:687(set_figure)
     6876    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1812(_nonzero_dispatcher)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:331(get_alt_path)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:268(get_joinstyle)
     10/9    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:3217(set_xlim)
      470    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:332(_set_artist_props)
      545    0.001    0.000    0.001    0.000 {built-in method now}
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:881(get_drawstyle)
     3502    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:911(set_dashes)
     1082    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:259(y0)
       16    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1269(__init__)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:271(get_capstyle)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:557(get_url)
       44    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:518(_get_text1_transform)
     6429    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:200(_broadcast_arrays_dispatcher)
        9    0.000    0.000    0.001    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/DataControls/ControlElements.py:125(<lambda>)
       44    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:521(_get_text2_transform)
      564    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/rcsetup.py:617(validate_joinstyle)
  396/220    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:781(get_yaxis_transform)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:716(set_transform)
      564    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:935(set_visible)
       16    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:2021(get_width_height)
     1146    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:1831(<genexpr>)
       44    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:805(get_yaxis_text1_transform)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/animation.py:939(_start)
     4584    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2029(_clip_dispatcher)
      470    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1724(<dictcomp>)
      188    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2603(__init__)
     6617    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:274(get_marker)
     4584    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2486(_ptp_dispatcher)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1302(set_dash_joinstyle)
       88    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:733(_set_tickleft)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1360(set_solid_capstyle)
       44    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:831(get_yaxis_text2_transform)
      470    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:354(set_transform)
      376    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1135(set_verticalalignment)
     3255    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/inspect.py:2845(parameters)
     3495    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1528(_root)
     6335    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/markers.py:315(get_path)
       16    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:357(width)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1316(set_solid_joinstyle)
        4    0.000    0.000    0.001    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/DataControls/ControlElements.py:118(<lambda>)
        4    0.000    0.000    0.001    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/DataControls/ControlElements.py:132(_click_handler)
      376    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:942(set_horizontalalignment)
      252    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:622(destroy)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:2980(mouse_move)
     4584    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/bezier.py:232(degree)
      605    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:1024(get_zorder)
       67    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(all)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1080(set_linewidth)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/_backend_tk.py:533(set_message)
        2    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:961(set_dpi)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:363(set)
      650    0.000    0.000    0.001    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/ToolkitGUI.py:35(resetResizeTime)
       10    0.001    0.000    0.001    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       58    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2581(get_matrix)
     3566    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/spines.py:212(get_path)
       94    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:921(set_alpha)
      564    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:67(_scale_dashes)
     1146    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:167(imag)
     1210    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2591(_get_axis_list)
       11    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1770(close_event)
       67    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2337(all)
      730    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1412(debug)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1045(set_drawstyle)
     1098    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/path.py:685(unit_rectangle)
      584    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1222(__init__)
        8    0.000    0.000    0.001    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/DataControls/ControlElements.py:121(<lambda>)
     1128    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/rcsetup.py:600(_deprecate_case_insensitive_join_cap)
     1098    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:69(<listcomp>)
     1146    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       80    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1459(_options)
      282    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:486(set_pickradius)
      541    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_internal.py:303(data)
     1048    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:1872(__init__)
     1048    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
     2292    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:716(get_remove_overlapping_locs)
        2    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1912(clear)
      541    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:249(x0)
     2292    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:1298(<listcomp>)
     2199    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:598(get_window_extent)
       50    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:451(apply_tickdir)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1815(inverted)
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:1897(tick_values)
     3417    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/shape_base.py:20(_atleast_1d_dispatcher)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/animation.py:1689(_init_draw)
      564    0.000    0.000    0.000    0.000 <string>:1(__new__)
       45    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:3522(set)
      541    0.000    0.000    0.000    0.000 {built-in method time.time}
     2199    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:1915(get_label_position)
     2030    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2245(_any_dispatcher)
       19    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:1500(get_matrix)
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:1043(copyto)
     1210    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:954(get_axes_locator)
      188    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:1028(set_zorder)
       10    0.000    0.000    0.000    0.000 /Users/manuelulreich/Repositories/TPDAnalysisToolkit/DataControls/ControlElements.py:29(<lambda>)
      470    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/deprecation.py:456(_deprecate_method_override)
     1210    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:1286(get_aspect)
     1098    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      127    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:101(_cnfmerge)
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1701(_ravel_dispatcher)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
     2292    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1175(set_markeredgewidth)
      523    0.000    0.000    0.000    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/bezier.py:222(control_points)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/linalg/linalg.py:477(inv)
      188    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:233(set_rotation_mode)
     3033    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/polynomial.py:162(_roots_dispatcher)
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/numeric.py:319(_full_like_dispatcher)
       28    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      188    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:1202(set_usetex)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1218(set_markersize)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1100(start)
     1146    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:121(real)
     2292    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/multiarray.py:75(empty_like)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/animation.py:1429(_stop)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/_backend_tk.py:89(_timer_start)
       16    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.point_in_path}
      188    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:926(set_color)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:2498(grid_remove)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:618(axes)
       44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:524(apply_tickdir)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
      481    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:531(set_markevery)
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/core/_methods.py:56(_all)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1022(set_antialiased)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1034(set_color)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2166(_process_unit_info)
       94    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:196(_set_labelrotation)
      2/1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2374(inverted)
      282    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/lines.py:1160(set_markeredgecolor)
     1098    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:71(<listcomp>)
     1137    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2169(_process_single_axis)
      615    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:1738(is_saving)
      730    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1677(isEnabledFor)
     1210    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
     1880    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:1043(sticky_edges)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axis.py:1451(update_units)
      541    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:480(get_constrained_layout)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:3200(_validate_converted_limits)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/bezier.py:14(_comb)
    20/10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/units.py:192(get_converter)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backend_bases.py:2333(mpl_disconnect)
      658    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/artist.py:194(axes)
     1146    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:297(option_image_nocomposite)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/animation.py:958(_stop)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:2526(<listcomp>)
       37    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:62(wrapper)
      573    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:4009(__str__)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:199(disconnect)
     1146    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:117(_real_dispatcher)
       19    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/ticker.py:1754(nonsingular)
     1146    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:206(_is_type_dispatcher)
      541    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
      752    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2387(__init__)
     1146    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/numpy/lib/type_check.py:163(_imag_dispatcher)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/patches.py:111(_process_radius)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:3129(get_xbound)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:2422(get_matrix)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/tkinter/__init__.py:2502(grid_info)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/axes/_base.py:3177(get_xlim)
      354    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/text.py:339(<listcomp>)
      726    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1164(score_style)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/transforms.py:363(height)
      541    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/figure.py:458(get_tight_layout)
      726    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/site-packages/matplotlib/font_manager.py:1228(score_size)
